epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,185.422,0.53942,0.34565,0.90998,0.99877,1,0.995,0.89739,0.49263,0.26244,0.89878,0.001208,0.001208,0.001208
42,189.905,0.50192,0.32525,0.88206,0.99875,1,0.995,0.89329,0.53655,0.26996,0.93367,0.0011882,0.0011882,0.0011882
43,194.443,0.53286,0.32781,0.89108,0.99879,1,0.995,0.8937,0.5275,0.26307,0.90575,0.0011684,0.0011684,0.0011684
44,198.843,0.51099,0.32019,0.89007,0.99873,1,0.995,0.90575,0.48389,0.25459,0.88807,0.0011486,0.0011486,0.0011486
45,203.374,0.5046,0.32907,0.89441,0.9988,1,0.995,0.90974,0.45487,0.26482,0.87571,0.0011288,0.0011288,0.0011288
46,207.892,0.48162,0.3174,0.88303,0.99878,1,0.995,0.91541,0.46135,0.24649,0.88523,0.001109,0.001109,0.001109
47,212.396,0.51246,0.31784,0.89139,0.99872,1,0.995,0.89748,0.48071,0.24533,0.88863,0.0010892,0.0010892,0.0010892
48,216.861,0.4921,0.3105,0.88923,0.99884,1,0.995,0.90477,0.49468,0.26128,0.88949,0.0010694,0.0010694,0.0010694
49,221.406,0.52069,0.32184,0.88995,0.99881,1,0.995,0.91028,0.47512,0.26357,0.87916,0.0010496,0.0010496,0.0010496
50,225.855,0.53602,0.33178,0.9173,0.99868,1,0.995,0.90578,0.47403,0.25011,0.87961,0.0010298,0.0010298,0.0010298
51,230.234,0.51567,0.3282,0.90375,0.99874,1,0.995,0.89471,0.51655,0.27138,0.89103,0.00101,0.00101,0.00101
52,234.843,0.50984,0.31153,0.88931,0.99875,1,0.995,0.91409,0.493,0.24465,0.88928,0.0009902,0.0009902,0.0009902
53,239.272,0.48557,0.3088,0.88775,0.99879,1,0.995,0.90192,0.53411,0.25106,0.91615,0.0009704,0.0009704,0.0009704
54,243.766,0.51018,0.32107,0.88882,0.99875,1,0.995,0.90879,0.48065,0.24482,0.88474,0.0009506,0.0009506,0.0009506
55,248.251,0.46667,0.29298,0.87095,0.99875,1,0.995,0.91429,0.47495,0.23894,0.88464,0.0009308,0.0009308,0.0009308
56,252.781,0.466,0.2847,0.86905,0.99881,1,0.995,0.90448,0.48406,0.24469,0.8886,0.000911,0.000911,0.000911
57,257.245,0.49647,0.31337,0.8814,0.99878,1,0.995,0.90911,0.48295,0.25001,0.8803,0.0008912,0.0008912,0.0008912
58,261.756,0.4881,0.29608,0.87876,0.99867,1,0.995,0.89773,0.47409,0.23581,0.87939,0.0008714,0.0008714,0.0008714
59,266.294,0.48195,0.29536,0.89311,0.99878,1,0.995,0.90048,0.47638,0.24461,0.87475,0.0008516,0.0008516,0.0008516
60,270.729,0.49062,0.29233,0.89383,0.99875,1,0.995,0.91093,0.47374,0.2321,0.87523,0.0008318,0.0008318,0.0008318
61,275.263,0.46585,0.29896,0.88131,0.99878,1,0.995,0.90866,0.49252,0.24459,0.88508,0.000812,0.000812,0.000812
62,279.68,0.45987,0.27893,0.88022,0.9988,1,0.995,0.90597,0.46415,0.2344,0.87331,0.0007922,0.0007922,0.0007922
63,284.144,0.45715,0.27893,0.87559,0.99878,1,0.995,0.91776,0.44455,0.23333,0.86672,0.0007724,0.0007724,0.0007724
64,288.583,0.47825,0.28204,0.89175,0.99877,1,0.995,0.91874,0.45659,0.23869,0.87333,0.0007526,0.0007526,0.0007526
65,292.955,0.43223,0.27217,0.86412,0.99875,1,0.995,0.91017,0.46027,0.22748,0.875,0.0007328,0.0007328,0.0007328
66,297.375,0.45505,0.26949,0.87454,0.9988,1,0.995,0.92075,0.45775,0.23185,0.87195,0.000713,0.000713,0.000713
67,301.933,0.48649,0.29247,0.87379,0.99881,1,0.995,0.92726,0.44163,0.22252,0.86562,0.0006932,0.0006932,0.0006932
68,306.377,0.46849,0.28919,0.86429,0.99881,1,0.995,0.9202,0.45788,0.23425,0.87616,0.0006734,0.0006734,0.0006734
69,310.805,0.45318,0.28745,0.87655,0.99881,1,0.995,0.91237,0.46883,0.2336,0.88185,0.0006536,0.0006536,0.0006536
70,315.351,0.44431,0.27964,0.87646,0.99883,1,0.995,0.91339,0.45935,0.22444,0.87628,0.0006338,0.0006338,0.0006338
71,319.755,0.44299,0.26883,0.86669,0.99879,1,0.995,0.90384,0.45845,0.22667,0.87823,0.000614,0.000614,0.000614
72,324.168,0.44607,0.27879,0.86204,0.99879,1,0.995,0.91664,0.47077,0.23756,0.88281,0.0005942,0.0005942,0.0005942
73,328.748,0.41433,0.26345,0.85649,0.9988,1,0.995,0.91777,0.46987,0.23449,0.88351,0.0005744,0.0005744,0.0005744
74,333.288,0.43615,0.27698,0.86287,0.99879,1,0.995,0.91023,0.48343,0.24159,0.88561,0.0005546,0.0005546,0.0005546
75,337.715,0.44647,0.27037,0.87485,0.9988,1,0.995,0.91826,0.46283,0.22048,0.87317,0.0005348,0.0005348,0.0005348
76,342.138,0.4197,0.24773,0.86127,1,1,0.995,0.91359,0.46604,0.22279,0.88231,0.000515,0.000515,0.000515
77,346.66,0.43051,0.25869,0.85699,1,1,0.995,0.90894,0.48201,0.23423,0.88666,0.0004952,0.0004952,0.0004952
78,351.002,0.44036,0.26059,0.87182,1,1,0.995,0.91888,0.45141,0.20646,0.86885,0.0004754,0.0004754,0.0004754
79,355.488,0.41222,0.24433,0.8736,0.9988,1,0.995,0.9237,0.44918,0.21721,0.86781,0.0004556,0.0004556,0.0004556
80,360.016,0.4238,0.26362,0.86814,0.9988,1,0.995,0.91157,0.45469,0.22012,0.86387,0.0004358,0.0004358,0.0004358
81,364.49,0.43117,0.25791,0.87216,0.99881,1,0.995,0.90679,0.46083,0.21274,0.87029,0.000416,0.000416,0.000416
82,368.92,0.40798,0.24865,0.86017,0.99882,1,0.995,0.91135,0.46358,0.21324,0.87608,0.0003962,0.0003962,0.0003962
83,373.357,0.41975,0.25024,0.86093,0.99881,1,0.995,0.90553,0.46934,0.22448,0.87146,0.0003764,0.0003764,0.0003764
84,377.887,0.41347,0.25192,0.86119,0.9988,1,0.995,0.91463,0.48023,0.22845,0.88328,0.0003566,0.0003566,0.0003566
85,382.244,0.411,0.24649,0.84653,0.99883,1,0.995,0.91199,0.45557,0.21376,0.87436,0.0003368,0.0003368,0.0003368
86,386.785,0.39365,0.24436,0.85507,0.99883,1,0.995,0.91723,0.45498,0.21744,0.8707,0.000317,0.000317,0.000317
87,391.202,0.40698,0.23884,0.86853,0.99881,1,0.995,0.91809,0.45302,0.21656,0.86601,0.0002972,0.0002972,0.0002972
88,395.596,0.38259,0.23219,0.85232,0.99882,1,0.995,0.91358,0.45788,0.2122,0.86848,0.0002774,0.0002774,0.0002774
89,399.993,0.39384,0.23859,0.84736,0.99881,1,0.995,0.91692,0.46601,0.20761,0.8699,0.0002576,0.0002576,0.0002576
90,404.49,0.38694,0.23295,0.86598,0.99883,1,0.995,0.91548,0.4602,0.21126,0.86766,0.0002378,0.0002378,0.0002378
91,433.833,0.35974,0.21096,0.84914,0.99881,1,0.995,0.91022,0.47382,0.21951,0.8766,0.000218,0.000218,0.000218
92,438.369,0.35176,0.20844,0.85653,0.99842,1,0.995,0.91197,0.45611,0.2018,0.86729,0.0001982,0.0001982,0.0001982
93,442.725,0.3464,0.20034,0.83605,0.99839,1,0.995,0.9166,0.45876,0.20455,0.86999,0.0001784,0.0001784,0.0001784
94,447.199,0.34498,0.20283,0.82911,0.99874,1,0.995,0.91553,0.4623,0.20744,0.8725,0.0001586,0.0001586,0.0001586
95,451.628,0.35029,0.19861,0.83826,0.99879,1,0.995,0.91215,0.44387,0.20274,0.86525,0.0001388,0.0001388,0.0001388
96,456.101,0.33683,0.19568,0.83197,0.99882,1,0.995,0.91549,0.45131,0.19894,0.8707,0.000119,0.000119,0.000119
97,460.57,0.32935,0.19374,0.84308,0.99882,1,0.995,0.91341,0.44773,0.19641,0.86759,9.92e-05,9.92e-05,9.92e-05
98,465.053,0.32964,0.19109,0.84603,0.99884,1,0.995,0.91082,0.44656,0.19292,0.86685,7.94e-05,7.94e-05,7.94e-05
99,469.433,0.32869,0.18466,0.81989,0.99884,1,0.995,0.91159,0.45437,0.19462,0.87193,5.96e-05,5.96e-05,5.96e-05
100,473.845,0.32632,0.18619,0.82504,0.99884,1,0.995,0.91659,0.45619,0.194,0.87264,3.98e-05,3.98e-05,3.98e-05
