epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,364.474,0.56115,0.79941,0.92366,0.39689,0.9401,0.46968,0.39998,0.49405,20.3088,0.79103,0.0008714,0.0008714,0.0008714
59,370.666,0.54156,0.81591,0.94132,0.39641,0.93878,0.49556,0.42371,0.54148,16.7287,0.8336,0.0008516,0.0008516,0.0008516
60,376.698,0.54088,0.83116,0.90639,0.39905,0.95918,0.52227,0.46728,0.44577,11.5721,0.74956,0.0008318,0.0008318,0.0008318
61,382.654,0.54862,0.78791,0.95191,0.39177,0.98592,0.48005,0.42178,0.40386,24.9744,0.72497,0.000812,0.000812,0.000812
62,388.734,0.53743,0.79988,0.91862,0.40244,0.97589,0.50102,0.4351,0.43825,19.7055,0.74944,0.0007922,0.0007922,0.0007922
63,394.642,0.54303,0.793,0.91469,0.45766,0.93878,0.52561,0.45249,0.485,13.5056,0.79276,0.0007724,0.0007724,0.0007724
64,400.591,0.57765,0.8968,0.93417,0.40085,0.96947,0.45118,0.38776,0.45405,12.5732,0.77732,0.0007526,0.0007526,0.0007526
65,406.665,0.5469,0.79662,0.94226,0.38552,1,0.46335,0.39562,0.50556,12.5216,0.80968,0.0007328,0.0007328,0.0007328
66,412.62,0.51806,0.75547,0.92563,0.45845,0.71429,0.51798,0.44488,0.46091,17.302,0.77533,0.000713,0.000713,0.000713
67,418.594,0.54585,0.80702,0.92031,0.4348,0.79592,0.44987,0.38111,0.44979,5.5367,0.75635,0.0006932,0.0006932,0.0006932
68,424.524,0.51563,0.7978,0.91265,0.39488,0.97959,0.5279,0.46155,0.46615,17.2259,0.7702,0.0006734,0.0006734,0.0006734
69,430.487,0.5483,0.90102,0.92636,0.4072,0.95918,0.49094,0.42356,0.43215,14.3814,0.72861,0.0006536,0.0006536,0.0006536
70,436.438,0.53025,0.8146,0.91445,0.386,1,0.47319,0.40836,0.45929,17.5828,0.77291,0.0006338,0.0006338,0.0006338
71,442.312,0.50334,0.82684,0.9182,0.38647,1,0.42775,0.37169,0.39072,13.9105,0.71147,0.000614,0.000614,0.000614
72,448.258,0.52211,0.7698,0.92092,0.39693,0.99403,0.4637,0.40217,0.44934,11.7743,0.75132,0.0005942,0.0005942,0.0005942
73,454.271,0.52441,0.77353,0.91303,0.44836,0.7551,0.50037,0.43932,0.43574,15.7125,0.73583,0.0005744,0.0005744,0.0005744
74,460.227,0.49146,0.72956,0.90813,0.37856,1,0.44788,0.38679,0.49138,24.2668,0.79368,0.0005546,0.0005546,0.0005546
75,466.368,0.4822,0.72938,0.89808,0.40304,0.95077,0.50475,0.43614,0.43536,24.401,0.7465,0.0005348,0.0005348,0.0005348
76,472.408,0.52633,0.71597,0.91025,0.40827,0.95918,0.52537,0.45299,0.45548,14.8409,0.76304,0.000515,0.000515,0.000515
77,478.375,0.50174,0.66986,0.90636,0.39024,0.97958,0.50564,0.43555,0.42902,12.0325,0.7451,0.0004952,0.0004952,0.0004952
78,484.456,0.50507,0.59455,0.91148,0.41652,0.85714,0.47817,0.41892,0.41833,14.5247,0.73708,0.0004754,0.0004754,0.0004754
79,490.558,0.48211,0.73814,0.91684,0.40271,0.91837,0.49271,0.42639,0.41762,9.4542,0.73262,0.0004556,0.0004556,0.0004556
80,496.605,0.49546,0.69217,0.90627,0.45474,0.81696,0.50993,0.44856,0.4068,15.692,0.72417,0.0004358,0.0004358,0.0004358
81,502.736,0.48278,0.63036,0.9051,0.43171,0.87755,0.51696,0.45022,0.43734,16.4188,0.75395,0.000416,0.000416,0.000416
82,508.744,0.52004,0.69907,0.92306,0.43374,0.81633,0.54042,0.4679,0.42872,12.7707,0.74882,0.0003962,0.0003962,0.0003962
83,514.698,0.48533,0.67411,0.88604,0.41427,0.92382,0.52337,0.45893,0.45832,12.3208,0.76967,0.0003764,0.0003764,0.0003764
84,520.803,0.49489,0.65692,0.89994,0.40569,0.95918,0.52295,0.45874,0.43497,15.6356,0.74827,0.0003566,0.0003566,0.0003566
85,526.793,0.4965,0.6384,0.90947,0.39725,0.96846,0.48633,0.424,0.41769,15.6663,0.72593,0.0003368,0.0003368,0.0003368
86,532.833,0.47735,0.57446,0.90138,0.41598,0.95918,0.48842,0.42909,0.42683,15.4153,0.73593,0.000317,0.000317,0.000317
87,538.803,0.48654,0.59054,0.91076,0.42568,0.95918,0.4671,0.41125,0.46478,19.3984,0.77904,0.0002972,0.0002972,0.0002972
88,544.958,0.4553,0.68792,0.90456,0.40815,0.97959,0.48007,0.42474,0.4302,25.3393,0.74491,0.0002774,0.0002774,0.0002774
89,551.127,0.46476,0.5601,0.89493,0.39115,1,0.51296,0.45811,0.42624,24.9247,0.74142,0.0002576,0.0002576,0.0002576
90,557.278,0.44263,0.55582,0.88332,0.3932,0.95918,0.52333,0.46498,0.46486,17.8015,0.78198,0.0002378,0.0002378,0.0002378
91,589.172,0.42922,0.58928,0.884,0.37113,0.81633,0.51116,0.45513,0.43732,12.8151,0.75501,0.000218,0.000218,0.000218
92,595.187,0.42016,0.93944,0.87669,0.39334,0.97959,0.5194,0.45789,0.43489,17.5837,0.74655,0.0001982,0.0001982,0.0001982
93,601.148,0.41132,0.54283,0.88635,0.3933,0.95918,0.50867,0.45098,0.45048,17.0858,0.7591,0.0001784,0.0001784,0.0001784
94,607.157,0.4183,0.49635,0.89948,0.41831,0.95918,0.4968,0.43642,0.4421,18.568,0.75641,0.0001586,0.0001586,0.0001586
95,613.208,0.42271,0.495,0.90463,0.40934,0.93878,0.52041,0.45591,0.42549,23.4581,0.74682,0.0001388,0.0001388,0.0001388
96,619.169,0.41494,0.88465,0.85355,0.4166,0.93878,0.51581,0.45738,0.42419,16.2604,0.74552,0.000119,0.000119,0.000119
97,625.118,0.42488,0.47486,0.91634,0.41187,0.95756,0.51257,0.45335,0.42021,21.3499,0.7437,9.92e-05,9.92e-05,9.92e-05
98,631.06,0.40334,0.83958,0.86468,0.4122,0.91837,0.51055,0.45066,0.42769,16.7171,0.75379,7.94e-05,7.94e-05,7.94e-05
99,637.009,0.39928,0.52339,0.86367,0.42208,0.93878,0.49679,0.43507,0.42799,15.4944,0.75561,5.96e-05,5.96e-05,5.96e-05
100,642.988,0.41217,0.46313,0.89519,0.41606,0.93878,0.49424,0.43581,0.42553,16.9511,0.75294,3.98e-05,3.98e-05,3.98e-05
