epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,31.2157,0.73068,1.10044,0.9631,0.97646,0.95,0.96423,0.67181,1.22882,1.93713,1.27549,0.001406,0.001406,0.001406
17,33.0159,0.60476,0.98305,0.90378,0.99759,1,0.995,0.79069,0.9417,1.23145,1.06181,0.0013664,0.0013664,0.0013664
18,34.7634,0.70308,0.9901,0.9459,0.99711,1,0.995,0.65159,1.26179,1.04268,1.38885,0.0013268,0.0013268,0.0013268
19,36.5133,0.64837,0.89664,0.92344,0.99774,1,0.995,0.66486,1.29598,1.06656,1.44858,0.0012872,0.0012872,0.0012872
20,38.2863,0.66098,0.84667,0.93805,0.99778,1,0.995,0.64414,1.2815,1.13049,1.43396,0.0012476,0.0012476,0.0012476
21,40.0818,0.56867,0.90866,0.88612,0.99727,1,0.995,0.67955,1.08909,1.05106,1.23852,0.001208,0.001208,0.001208
22,41.9282,0.58984,0.80714,0.89606,0.99728,1,0.995,0.69682,1.07996,0.92175,1.20968,0.0011684,0.0011684,0.0011684
23,43.7855,0.64644,0.94743,0.95034,0.99719,1,0.995,0.68088,1.2792,0.9093,1.33015,0.0011288,0.0011288,0.0011288
24,45.5411,0.69964,0.83149,0.93226,0.99678,1,0.995,0.70396,1.22342,0.93841,1.27607,0.0010892,0.0010892,0.0010892
25,47.3132,0.62171,0.78135,0.90214,0.99684,1,0.995,0.7325,1.10718,0.83671,1.17019,0.0010496,0.0010496,0.0010496
26,49.1113,0.60751,0.79538,0.93532,0.99734,1,0.995,0.7042,1.11037,0.79628,1.22072,0.00101,0.00101,0.00101
27,50.8808,0.6347,0.73174,0.9416,0.99727,1,0.995,0.68449,1.17085,0.77466,1.26248,0.0009704,0.0009704,0.0009704
28,52.6931,0.55401,0.76107,0.91676,0.99721,1,0.995,0.72574,1.10072,0.7265,1.18809,0.0009308,0.0009308,0.0009308
29,54.5104,0.66092,0.8378,0.97013,0.9971,1,0.995,0.72176,1.10672,0.74708,1.17153,0.0008912,0.0008912,0.0008912
30,56.3122,0.56831,0.74316,0.91208,0.99684,1,0.995,0.69367,1.17559,0.74583,1.25258,0.0008516,0.0008516,0.0008516
31,58.0345,0.64035,0.7641,0.93399,0.99673,1,0.995,0.71216,1.21605,0.72509,1.28402,0.000812,0.000812,0.000812
32,59.7624,0.58245,0.71145,0.91422,0.99704,1,0.995,0.70846,1.23336,0.66973,1.2736,0.0007724,0.0007724,0.0007724
33,61.4603,0.58505,0.73875,0.94126,0.99709,1,0.995,0.67568,1.2452,0.64288,1.264,0.0007328,0.0007328,0.0007328
34,63.1545,0.54399,0.66962,0.91311,0.99715,1,0.995,0.71578,1.09263,0.60343,1.16381,0.0006932,0.0006932,0.0006932
35,64.8371,0.60018,0.68494,0.92625,0.99715,1,0.995,0.71537,1.07202,0.59571,1.17166,0.0006536,0.0006536,0.0006536
36,66.5666,0.50174,0.69157,0.9091,0.99719,1,0.995,0.72215,1.06516,0.58954,1.18287,0.000614,0.000614,0.000614
37,68.272,0.5902,0.69112,0.94349,0.99722,1,0.995,0.70771,1.09371,0.6067,1.18705,0.0005744,0.0005744,0.0005744
38,70.0283,0.57267,0.65292,0.92327,0.99689,1,0.995,0.71468,1.14266,0.62775,1.19046,0.0005348,0.0005348,0.0005348
39,71.6795,0.6237,0.69527,0.94086,0.9968,1,0.995,0.68596,1.19862,0.64083,1.23714,0.0004952,0.0004952,0.0004952
40,73.3617,0.55169,0.64157,0.909,0.99684,1,0.995,0.6773,1.24837,0.64701,1.29072,0.0004556,0.0004556,0.0004556
41,103.586,0.52223,0.74385,0.93658,0.9968,1,0.995,0.66923,1.27192,0.65425,1.31367,0.000416,0.000416,0.000416
42,105.497,0.49275,0.71344,0.87524,0.99686,1,0.995,0.69829,1.12185,0.61455,1.1945,0.0003764,0.0003764,0.0003764
43,107.196,0.50585,0.7348,0.91544,0.99687,1,0.995,0.732,1.05674,0.58681,1.13743,0.0003368,0.0003368,0.0003368
44,108.904,0.47209,0.71474,0.86986,0.99686,1,0.995,0.75647,1.04764,0.57284,1.12026,0.0002972,0.0002972,0.0002972
45,110.587,0.47019,0.73084,0.91791,0.99692,1,0.995,0.69859,1.12628,0.57317,1.17038,0.0002576,0.0002576,0.0002576
46,112.306,0.46176,0.68842,0.87545,0.99716,1,0.995,0.68986,1.20809,0.55983,1.23497,0.000218,0.000218,0.000218
47,114.023,0.44849,0.66683,0.87033,0.9972,1,0.995,0.69563,1.18084,0.55711,1.21557,0.0001784,0.0001784,0.0001784
48,115.756,0.43301,0.63883,0.85013,0.99724,1,0.995,0.69877,1.16495,0.55833,1.20409,0.0001388,0.0001388,0.0001388
49,117.515,0.4493,0.65297,0.87608,0.99726,1,0.995,0.69877,1.15014,0.56019,1.19355,9.92e-05,9.92e-05,9.92e-05
50,119.219,0.43352,0.62288,0.87548,0.99731,1,0.995,0.69856,1.15325,0.55054,1.20198,5.96e-05,5.96e-05,5.96e-05
