epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.4362,0.56656,1.92879,0.91285,1,0.3194,0.99485,0.89456,0.43065,2.67445,0.80473,0.00062,0.00062,0.00062
2,16.185,0.49644,1.05469,0.85588,1,0.98043,0.995,0.89865,0.45821,2.1556,0.8341,0.00125376,0.00125376,0.00125376
3,23.1484,0.50339,0.90326,0.8707,0.99744,1,0.995,0.89315,0.46268,1.16136,0.8617,0.00188119,0.00188119,0.00188119
4,29.9913,0.49105,0.79413,0.8728,0.99839,1,0.995,0.89974,0.39964,0.64815,0.82999,0.0019703,0.0019703,0.0019703
5,36.8445,0.47824,0.67324,0.86293,0.99784,1,0.995,0.92228,0.38137,0.54464,0.83358,0.0019604,0.0019604,0.0019604
6,43.7316,0.45912,0.59414,0.85732,0.99779,1,0.995,0.8979,0.46302,0.51212,0.88369,0.0019505,0.0019505,0.0019505
7,50.5633,0.45414,0.53596,0.87239,0.9991,1,0.995,0.92697,0.39991,0.42583,0.8439,0.0019406,0.0019406,0.0019406
8,57.5247,0.41295,0.45976,0.84943,0.99869,1,0.995,0.93923,0.32682,0.36023,0.81753,0.0019307,0.0019307,0.0019307
9,64.3591,0.41061,0.44102,0.85419,0.99895,1,0.995,0.9264,0.36531,0.29059,0.83635,0.0019208,0.0019208,0.0019208
10,71.1855,0.40309,0.40045,0.8453,0.99895,1,0.995,0.93308,0.36956,0.30684,0.84727,0.0019109,0.0019109,0.0019109
11,78.0358,0.40009,0.39002,0.85723,0.99908,1,0.995,0.91629,0.36592,0.28887,0.83381,0.001901,0.001901,0.001901
12,84.928,0.39871,0.37494,0.84979,0.99907,1,0.995,0.94342,0.3288,0.29645,0.81389,0.0018911,0.0018911,0.0018911
13,91.8774,0.39622,0.36495,0.84404,0.99914,1,0.995,0.9527,0.31218,0.27049,0.8119,0.0018812,0.0018812,0.0018812
14,98.6172,0.38369,0.35019,0.84233,0.99836,1,0.995,0.9612,0.28448,0.25353,0.79741,0.0018713,0.0018713,0.0018713
15,105.422,0.37224,0.33859,0.85107,0.99885,1,0.995,0.95697,0.30429,0.23859,0.80594,0.0018614,0.0018614,0.0018614
16,112.251,0.37183,0.32522,0.8422,0.99899,1,0.995,0.95619,0.32045,0.24599,0.81933,0.0018515,0.0018515,0.0018515
17,119.079,0.37845,0.32325,0.83204,0.99887,1,0.995,0.91034,0.42471,0.26425,0.84898,0.0018416,0.0018416,0.0018416
18,125.855,0.39581,0.33494,0.8466,0.99876,1,0.995,0.95942,0.30939,0.22526,0.81104,0.0018317,0.0018317,0.0018317
19,132.662,0.3699,0.30787,0.83255,0.99904,1,0.995,0.95249,0.29805,0.23814,0.80387,0.0018218,0.0018218,0.0018218
20,139.566,0.3613,0.29518,0.83937,0.99888,1,0.995,0.92801,0.33258,0.21954,0.81502,0.0018119,0.0018119,0.0018119
21,146.56,0.34315,0.28952,0.83846,0.99871,1,0.995,0.94768,0.32926,0.24861,0.81105,0.001802,0.001802,0.001802
22,153.345,0.36944,0.29965,0.83442,0.99697,1,0.995,0.95162,0.29515,0.22992,0.8064,0.0017921,0.0017921,0.0017921
23,160.164,0.34644,0.29499,0.84159,0.9991,1,0.995,0.97288,0.26931,0.20101,0.79779,0.0017822,0.0017822,0.0017822
24,167.073,0.36037,0.29322,0.84546,0.99861,1,0.995,0.96988,0.29096,0.22206,0.79721,0.0017723,0.0017723,0.0017723
25,174.021,0.34948,0.29483,0.84377,0.99916,1,0.995,0.97232,0.28554,0.21692,0.79524,0.0017624,0.0017624,0.0017624
26,180.796,0.33705,0.27389,0.82879,0.99915,1,0.995,0.95742,0.30927,0.21344,0.80632,0.0017525,0.0017525,0.0017525
27,187.624,0.35326,0.27783,0.84385,0.99907,1,0.995,0.96709,0.29225,0.20882,0.79892,0.0017426,0.0017426,0.0017426
28,194.411,0.33517,0.26429,0.82947,0.9991,1,0.995,0.96333,0.31499,0.22173,0.81396,0.0017327,0.0017327,0.0017327
29,201.212,0.34799,0.27546,0.83969,0.99913,1,0.995,0.96282,0.2897,0.21221,0.81312,0.0017228,0.0017228,0.0017228
30,208.197,0.35267,0.27941,0.83842,0.99916,1,0.995,0.96698,0.29274,0.20904,0.80237,0.0017129,0.0017129,0.0017129
31,214.944,0.35871,0.28605,0.84683,0.99911,1,0.995,0.97849,0.2763,0.20789,0.79255,0.001703,0.001703,0.001703
32,221.904,0.35559,0.27305,0.83436,0.99915,1,0.995,0.95263,0.37316,0.2392,0.81773,0.0016931,0.0016931,0.0016931
33,228.74,0.35016,0.26733,0.84333,0.99903,1,0.995,0.98037,0.23979,0.18139,0.78299,0.0016832,0.0016832,0.0016832
34,235.594,0.34176,0.26187,0.82393,0.99914,1,0.995,0.96436,0.28451,0.18779,0.79417,0.0016733,0.0016733,0.0016733
35,242.365,0.34865,0.27304,0.8434,0.99915,1,0.995,0.97311,0.29714,0.21792,0.80408,0.0016634,0.0016634,0.0016634
36,249.087,0.33973,0.26346,0.82589,0.99897,1,0.995,0.9591,0.31787,0.2063,0.80429,0.0016535,0.0016535,0.0016535
37,255.95,0.32962,0.25208,0.83081,0.9975,1,0.995,0.97402,0.24558,0.18519,0.78424,0.0016436,0.0016436,0.0016436
38,262.722,0.34813,0.26,0.83917,0.99913,1,0.995,0.97848,0.28458,0.19583,0.79875,0.0016337,0.0016337,0.0016337
39,269.517,0.33836,0.25955,0.83328,0.99801,1,0.995,0.97877,0.2592,0.18563,0.79077,0.0016238,0.0016238,0.0016238
40,276.324,0.31236,0.24182,0.82339,0.99773,1,0.995,0.97295,0.26454,0.18431,0.79065,0.0016139,0.0016139,0.0016139
41,283.205,0.32098,0.24778,0.8281,0.99916,1,0.995,0.98296,0.26226,0.17465,0.79145,0.001604,0.001604,0.001604
42,290.041,0.32582,0.24265,0.82335,0.9988,1,0.995,0.98617,0.25243,0.1766,0.78594,0.0015941,0.0015941,0.0015941
43,296.852,0.32932,0.24647,0.82564,0.99911,1,0.995,0.9635,0.29612,0.1846,0.80133,0.0015842,0.0015842,0.0015842
44,303.597,0.33082,0.25021,0.82501,0.99912,1,0.995,0.97716,0.26116,0.18032,0.79079,0.0015743,0.0015743,0.0015743
